,Region,HH_numbers,Marital_status,Age,Children,Female,Drafted,Education,Wellbeing,Employed,Sector,Employment_status,Weekly_working_hours,Occupation,Wage,Second_job,Additional_training_need,Useful_education,Foreign_language_besides_Rus,Foreign_language1,Foreign_language2,Foreign_language1_level,Foreign_language2_level,IT_skills,Read_instructions,Read_letters,Read_articles,Read_journals,Read_manuals,Read_invoices,Read_diagrams,Write_letters,Write_articles,Write_reports,Fill_in_forms,Work_with_prices,Work_with_fractions_percentages,Work_with_graphs,Work_with_formulas,Work_with_statistics,Work_with_computer,Comp_tools_email,Comp_tools_Inet,Comp_tools_Transactions,Comp_tools_Excel,Comp_tools_Word,Comp_tools_Programming,Comp_tools_teleconferences,Comp_tools_other,Required_Comp_skills_level,Have_comp_skills_for_work,Comp_skills_effect_on_employment,Language_skills_on_employment,Russian,English,French,Nothing,Facebook_user,FB_friends,Actual_friends_from_fb,LinkedIn_user,LinkedIn_followers,Actual_followers_from_LinkedIn,Professional_match,Required_education_for_the_job,Have_skills_for_more_demanding_job
35,Շիրակ,4,Չամուսնացած,23,0,0,0,Տարրական կամ դրանից ցածր,Լավ,1,G,Վարձու աշխատող,72,9,150000,Ոչ,Ոչ,"Ոչ օգտակար, ոչ էլ անօգուտ",0,,,,,Ընդհանրապես չեմ տիրապետում (չեմ օգտագործում),Երբեք,Երբեք,Ամիսը մեկ անգամից քիչ,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Համակարգչի իմացություն անհրաժեշտ չէ,Ոչ,Այո,Ոչ,1,0,0,0,1,392,40,0,,,Որևէ հատուկ մասնագիտության համար ուսումնառություն չեմ ստացել,Միջին մասնագիտական կրթություն չի պահանջվում,Այո
36,Երևան,5,Ամուսնացած,38,1,1,,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Բավարար,1,K,Վարձու աշխատող,60,2,150000,Ոչ,Ոչ,Ինչ-որ չափով օգտակար,1,Անգլերեն,,Միջին իմացություն,,Գերազանց իմացություն (աղյուսակների և տեքստային խմբագրիչների գերազանց կիրառում),"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Երբեք,Ամեն օր,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Ամեն օր,Ամեն օր,Ամիսը մեկ անգամից քիչ,Այո,1,1,1,1,1,0,1,0,Բարձր,Այո,Ոչ,Ոչ,0,1,0,0,1,200,100,0,,,Այո,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Այո
37,Երևան,4,Ամուսնացած,38,2,0,1,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Բավարար,1,O,Վարձու աշխատող,40,0,300000,Ոչ,Այո,Շատ օգտակար,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Ամեն օր,Ամեն օր,Ամեն օր,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,Երբեք,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Այո,1,0,0,1,1,0,0,0,Միջին,Այո,Ոչ,Ոչ,1,1,0,0,1,540,5,0,,,Այո,Հատուկ դասընթացներ կամ վերապատրաստում,Այո
39,Երևան,5,Ամուսնացած,42,2,1,,Բակալավր,Լավ,0,,,,,,,,Ինչ-որ չափով օգտակար,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,Երբեք,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Այո,1,1,1,0,0,0,0,0,Բարձր,Այո,Ոչ,Այո,1,0,0,0,1,200,80,0,,,Ոչ,Միջին մասնագիտական կրթություն պահանջվում է,Ոչ
40,Երևան,4,Ամուսնացած,35,2,0,1,Բակալավր,Վատ,1,O,Վարձու աշխատող,40,2,150000,Ոչ,Ոչ,Շատ օգտակար,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամիսը մեկ անգամից քիչ,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Ամեն օր,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Այո,1,0,1,1,1,0,0,0,Միջին,Այո,Ոչ,Ոչ,1,0,0,0,1,200,10,0,,,Ոչ,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Այո
42,Շիրակ,4,Չամուսնացած,26,0,0,1,Միջնակարգ/Ավագ դպրոց,Բավարար,1,O,Այլ /նշել/,48,0,210000,Այո,Ոչ,Ինչ-որ չափով օգտակար,1,Վրացերեն,,Միջին իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,Երբեք,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Ոչ,0,0,0,0,0,0,0,0,Ցածր,Այո,Ոչ,Ոչ,1,0,0,0,1,250,50,0,,,Որևէ հատուկ մասնագիտության համար ուսումնառություն չեմ ստացել,Միջին մասնագիտական կրթություն չի պահանջվում,Այո
43,Երևան,2,Ամուսնացած,29,0,0,1,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Վատ,1,H,Վարձու աշխատող,90,8,300000,Ոչ,Ոչ,Ինչ-որ չափով օգտակար,1,Անգլերեն,,Միջին իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,Երբեք,Երբեք,Ամեն օր,Ամեն օր,Ամեն օր,Երբեք,Երբեք,Երբեք,Երբեք,Ամեն օր,Ամեն օր,Ամեն օր,Երբեք,Ամեն օր,Երբեք,Այո,1,1,0,1,1,0,0,0,Միջին,Այո,Ոչ,Այո,0,0,0,0,1,600,2,1,274,45,Ոչ,Հատուկ դասընթացներ կամ վերապատրաստում,Այո
44,Արագածոտն,5,Չամուսնացած,22,1,0,1,Միջնակարգ/Ավագ դպրոց,Բավարար,1,A,Ինքնազբաղված աշխատող գյուղատնտեսությունում,40,9,0,Ոչ,Ոչ,"Ոչ օգտակար, ոչ էլ անօգուտ",0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Երբեք,Երբեք,Երբեք,Ոչ,0,0,0,0,0,0,0,0,Համակարգչի իմացություն անհրաժեշտ չէ,Ոչ,Ոչ,Ոչ,0,0,0,1,1,20,20,0,,,Որևէ հատուկ մասնագիտության համար ուսումնառություն չեմ ստացել,Միջին մասնագիտական կրթություն չի պահանջվում,Ոչ
45,Երևան,4,Չամուսնացած,42,0,1,,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Լավ,1,Q,Վարձու աշխատող,40,2,700000,Ոչ,Ոչ,Շատ օգտակար,1,Անգլերեն,,Գերազանց իմացություն,,Գերազանց իմացություն (աղյուսակների և տեքստային խմբագրիչների գերազանց կիրառում),"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամիսը մեկ անգամից քիչ,Ամիսը մեկ անգամից քիչ,Ամեն օր,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,Ամիսը մեկ անգամից քիչ,Այո,1,1,1,1,1,0,1,0,Բարձր,Այո,Այո,Այո,1,1,0,0,1,275,100,1,350,10,Այո,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Այո
46,Շիրակ,5,Ամուսնացած,46,2,0,1,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Բավարար,1,I,Գործատու (սեփականատեր՝ վարձու աշխատող(ներ)ի մշտական ներգրավմամբ),72,1,200000,Այո,Ոչ,Շատ օգտակար,1,Անգլերեն,,Միջին իմացություն,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Ամեն օր,Երբեք,Երբեք,Երբեք,Երբեք,Ամեն օր,Ամեն օր,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Երբեք,Այո,1,1,1,0,0,0,0,0,Միջին,Այո,Ոչ,Ոչ,1,1,0,0,1,150,10,0,,,Այո,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Այո
47,Շիրակ,4,Չամուսնացած,29,0,0,0,Բակալավր,Լավ,1,A,Վարձու աշխատող,45,2,150000,Ոչ,Այո,Ինչ-որ չափով օգտակար,1,Անգլերեն,,Միջին իմացություն,,Գերազանց իմացություն (աղյուսակների և տեքստային խմբագրիչների գերազանց կիրառում),"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Երբեք,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Երբեք,Ամեն օր,Երբեք,Ամեն օր,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Ամեն օր,Ամեն օր,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Երբեք,Այո,1,1,1,1,1,0,1,0,Բարձր,Այո,Ոչ,Ոչ,1,1,0,0,1,150,5,1,,,Այո,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Այո
48,Երևան,5,Ամուսնացած,38,1,0,1,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Լավ,1,K,Վարձու աշխատող,90,2,300000,Ոչ,Ոչ,Շատ օգտակար,1,Անգլերեն,,Միջին իմացություն,,Գերազանց իմացություն (աղյուսակների և տեքստային խմբագրիչների գերազանց կիրառում),Ամեն օր,Ամեն օր,Ամեն օր,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Ամեն օր,Ամիսը մեկ անգամից քիչ,Ամեն օր,Երբեք,Ամեն օր,Ամեն օր,Ամեն օր,Երբեք,Ամեն օր,Ամիսը մեկ անգամից քիչ,Երբեք,Այո,1,1,0,1,1,0,0,0,Բարձր,Այո,Ոչ,Ոչ,1,0,0,0,1,200,50,0,,,Այո,Համալսարանից կամ այլ բարձրագույն ուսումնական հաստատությունից ստացած աստիճան/որակավորում,Այո
49,Երևան,5,Ամուսնացած,34,1,0,1,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Բավարար,1,I,Վարձու աշխատող,40,1,,Այո,Այո,Բոլորովին օգտակար չէ,1,Անգլերեն,,Միջին իմացություն,,Գերազանց իմացություն (աղյուսակների և տեքստային խմբագրիչների գերազանց կիրառում),"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Ամիսը մեկ անգամից քիչ,Ամեն օր,Ամեն օր,Ամեն օր,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Ամեն օր,Ամիսը մեկ անգամից քիչ,Ամեն օր,Երբեք,Այո,1,1,1,1,1,0,1,0,Միջին,Այո,Ոչ,Այո,1,1,0,0,1,550,600,1,20,20,Ոչ,Հատուկ դասընթացներ կամ վերապատրաստում,Այո
50,Շիրակ,3,Չամուսնացած,33,0,0,1,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Բավարար,1,I,Գործատու (սեփականատեր՝ վարձու աշխատող(ներ)ի մշտական ներգրավմամբ),90,1,250000,Ոչ,Այո,Բոլորովին օգտակար չէ,1,Անգլերեն,,Շատ սահմանափակ իմացություն,,Մասնագիտացված իմացություն (ծրագրավորում),Ամիսը մեկ անգամից քիչ,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ",Երբեք,Ամիսը մեկ անգամից քիչ,Ամեն օր,Երբեք,Երբեք,Երբեք,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Ամեն օր,Ամեն օր,Երբեք,Ամեն օր,Երբեք,Երբեք,Այո,1,1,1,1,0,0,1,0,Միջին,Այո,Ոչ,Ոչ,1,0,0,0,0,,,0,,,Ոչ,Միջին մասնագիտական կրթություն չի պահանջվում,Այո
53,Երևան,2,Ամուսնացած,28,0,1,,Մագիստրատուրա կամ համարժեք (Դիպլոմավորված մասնագետ),Բավարար,1,G,Վարձու աշխատող,42,3,110000,Ոչ,Ոչ,Շատ օգտակար,0,,,,,Միջին մակարդակի իմացություն (աղյուսակների և տեքստային խմբագրիչների սահմանափակ կիրառում (փաստաթղթերի կազմում)),Երբեք,Ամեն օր,Ամեն օր,"Շաբաթը մեկ անգամից քիչ, բայց ամիսը գոնե մեկ անգամ","Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Ամիսը մեկ անգամից քիչ,Ամեն օր,Երբեք,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Ամեն օր,Երբեք,"Շաբաթը գոնե մեկ անգամ, բայց ոչ ամեն օր",Երբեք,Այո,1,1,0,1,0,0,1,0,Միջին,Այո,Ոչ,Ոչ,1,0,0,0,1,200,150,0,,,Ոչ,Միջին մասնագիտական կրթություն պահանջվում է,Այո
